"Reference","added_or_amended","X","coast","Location","Date","Time","Lat","Long","Temp","Sal","Turbidity","sample","bottom","Community_Respiration","Size_fraction_µm","BR_method","Bacterial_Respiratn","BP_method","Bact_prod_filter","Bact_prod_unfil","Bact_prod_filter.1","Bact_prod_unfil.1","BGE","Bact.Abun.filter","Bact.Abun.unfilt","Bact.biomass","DOC","Chl.a","NH4","PO4","NO2","NO3","log10chl","log10no3","log10_bac_prod","Bact_prod_all","log10_bact_prod_all"
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","79","20/3/1999","",43.5,8,13,NA,NA,90,NA,1.16,"0.8","Winkler oxygen",1.04,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.284,NA,NA,0.21,NA,1.192,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,-0.546681659952962
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","79","20/3/1999","",43.5,8,13,NA,NA,130,NA,1.11,"0.8","Winkler oxygen",0.93,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.232,NA,NA,0.2,NA,0.896,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,-0.6345120151091
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","102","12/4/1999","",43.5,8,13.6,NA,NA,5,NA,2.68,"0.8","Winkler oxygen",1.17,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.098,NA,NA,0.08,NA,1.496,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,-1.00877392430751
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","102","12/4/1999","",43.5,8,13.3,NA,NA,30,NA,1.54,"0.8","Winkler oxygen",0.39,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.137,NA,NA,0.26,NA,1.456,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,-0.863279432843593
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","102","12/4/1999","",43.5,8,13.1,NA,NA,50,NA,2.09,"0.8","Winkler oxygen",0.29,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.069,NA,NA,0.19,NA,1.08,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,-1.16115090926274
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","102","12/4/1999","",43.5,8,13.1,NA,NA,90,NA,1.46,"0.8","Winkler oxygen",0.36,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.032,NA,NA,0.08,NA,0.544,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,-1.49485002168009
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","102","12/4/1999","",43.5,8,13.2,NA,NA,130,NA,3.75,"0.8","Winkler oxygen",2.22,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.029,NA,NA,0.01,NA,0.44,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,-1.53760200210104
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","166","15/6/1999","",43.5,8,13.6,NA,NA,40,NA,1.31,"0.8","Winkler oxygen",1.47,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.2,NA,NA,0.12,NA,1.24,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,-0.698970004336019
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","166","15/6/1999","",43.5,8,13.3,NA,NA,50,NA,3.84,"0.8","Winkler oxygen",2.07,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.128,NA,NA,0.06,NA,0.992,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,-0.892790030352132
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","166","15/6/1999","",43.5,8,13.2,NA,NA,130,NA,NA,"0.8","Winkler oxygen",0.58,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.009,NA,NA,0.02,NA,0.304,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,-2.04575749056068
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","192","11/7/1999","",43.5,8,13.7,NA,NA,40,NA,0.76,"0.8","Winkler oxygen",0.19,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.115,NA,NA,0.38,NA,1.104,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,-0.939302159646388
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","192","11/7/1999","",43.5,8,13.2,NA,NA,90,NA,2.11,"0.8","Winkler oxygen",0.35,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.008,NA,NA,0.02,NA,0.32,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,-2.09691001300806
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","240","28/8/1999","",43.5,8,25,NA,NA,5,NA,1.13,"0.8","Winkler oxygen",2.42,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.078,NA,NA,0.03,NA,0.68,0.85,113.2,NA,NA,NA,NA,NA,NA,NA,NA,0.078,-1.10790539730952
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","240","28/8/1999","",43.5,8,18.9,NA,NA,20,NA,NA,"0.8","Winkler oxygen",0.44,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.042,NA,NA,0.09,NA,1.08,1.35,95.8,NA,NA,NA,NA,NA,NA,NA,NA,0.042,-1.3767507096021
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","240","28/8/1999","",43.5,8,13.3,NA,NA,90,NA,NA,"0.8","Winkler oxygen",0.09,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.002,NA,NA,0.02,NA,0.264,0.33,62.21,NA,NA,NA,NA,NA,NA,NA,NA,0.002,-2.69897000433602
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","240","28/8/1999","",43.5,8,13.2,NA,NA,130,NA,0.26,"0.8","Winkler oxygen",0.07,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.006,NA,NA,0.08,NA,0.232,0.29,49.6,NA,NA,NA,NA,NA,NA,NA,NA,0.006,-2.22184874961636
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","252","9/9/1999","",43.5,8,23.3,NA,NA,5,NA,0.89,"0.8","Winkler oxygen",0.36,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.117,NA,NA,0.25,NA,0.584,0.73,93.2,NA,NA,NA,NA,NA,NA,NA,NA,0.117,-0.931814138253838
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","252","9/9/1999","",43.5,8,20,NA,NA,20,NA,1.1,"0.8","Winkler oxygen",0.2,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.118,NA,NA,0.37,NA,1.088,1.36,71.8,NA,NA,NA,NA,NA,NA,NA,NA,0.118,-0.928117992693875
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","252","9/9/1999","",43.5,8,13.6,NA,NA,50,NA,1.31,"0.8","Winkler oxygen",0.13,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.082,NA,NA,0.39,NA,1.096,1.37,71.3,NA,NA,NA,NA,NA,NA,NA,NA,0.082,-1.08618614761628
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","252","9/9/1999","",43.5,8,13.2,NA,NA,90,NA,1.2,"0.8","Winkler oxygen",0.33,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.004,NA,NA,0.01,NA,0.264,0.33,51.43,NA,NA,NA,NA,NA,NA,NA,NA,0.004,-2.39794000867204
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","252","9/9/1999","",43.5,8,13.2,NA,NA,130,NA,3.56,"0.8","Winkler oxygen",0.32,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.004,NA,NA,0.01,NA,0.232,0.29,44.7,NA,NA,NA,NA,NA,NA,NA,NA,0.004,-2.39794000867204
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","302","29/10/1999","",43.5,8,19.9,NA,NA,5,NA,0.14,"0.8","Winkler oxygen",0.11,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.084,NA,NA,0.43,NA,0.648,0.81,113.3,NA,NA,NA,NA,NA,NA,NA,NA,0.084,-1.07572071393812
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","302","29/10/1999","",43.5,8,13.2,NA,NA,90,NA,NA,"0.8","Winkler oxygen",0.18,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.01,NA,NA,0.05,NA,0.296,0.37,50.1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,-2
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","302","29/10/1999","",43.5,8,13.2,NA,NA,130,NA,1.18,"0.8","Winkler oxygen",0.19,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.005,NA,NA,0.03,NA,0.232,0.29,56.9,NA,NA,NA,NA,NA,NA,NA,NA,0.005,-2.30102999566398
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","353","19/12/1999","",43.5,8,13.3,NA,NA,50,NA,0.48,"0.8","Winkler oxygen",0.17,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.061,NA,NA,0.26,NA,0.648,0.81,52.18,NA,NA,NA,NA,NA,NA,NA,NA,0.061,-1.21467016498923
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","353","19/12/1999","",43.5,8,13.3,NA,NA,130,NA,1.09,"0.8","Winkler oxygen",0.37,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.002,NA,NA,0.01,NA,0.2,0.25,42.96,NA,NA,NA,NA,NA,NA,NA,NA,0.002,-2.69897000433602
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","395","30/1/2000","",43.5,8,13.1,NA,NA,5,NA,NA,"0.8","Winkler oxygen",0.14,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.011,NA,NA,0.07,NA,0.32,0.4,48,NA,NA,NA,NA,NA,NA,NA,NA,0.011,-1.95860731484178
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","395","30/1/2000","",43.5,8,13.1,NA,NA,20,NA,0.63,"0.8","Winkler oxygen",0.33,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.013,NA,NA,0.04,NA,0.296,0.37,44.86,NA,NA,NA,NA,NA,NA,NA,NA,0.013,-1.88605664769316
"Lemee,R., Rochelle-Newall,E., Van Wambeke,F., Pizay,M.-D., Rinaldi,P., Gattuso,J.-P. 2002 Seasonal variation of bacterial production, respiration, and growth efficiency in the open NW Mediterranean Sea Aquatic Microbial Ecology 29 227-237","Aug 05 - 10 May 06",NA,"NW Med","395","30/1/2000","",43.5,8,13.2,NA,NA,50,NA,0.39,"0.8","Winkler oxygen",0.05,"leucine uptake using 1.5 kg C mol-1 leucine",0,0.004,NA,NA,0.07,NA,0.232,0.29,44,NA,NA,NA,NA,NA,NA,NA,NA,0.004,-2.39794000867204
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",27.84,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,1.92,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,0.28330122870355
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",26.64,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,3.12,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,0.494154594018443
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",14.88,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,2.88,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,0.459392487759231
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",11.28,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,2.88,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,0.459392487759231
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",8.88,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,1.92,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,0.28330122870355
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",9.84,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,1.2,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.0791812460476248
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",6.48,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,2.88,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,0.459392487759231
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",6.24,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,1.92,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,0.28330122870355
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",3.6,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,2.88,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,0.459392487759231
"Daneri,G., Riemann, B., Williams,P.J.leB (1994) In situ bacterial production and growth yield measured by thymidine, leucine and fractionated dark oxygen uptake J Plankton Research 16(2):105-113","Aug 05 - 10 May 06",NA,"coast","Danish coast","May - July 91-92","",56,10,NA,NA,NA,NA,NA,NA,"0.8 or 2 ","Winkler oxygen",3.6,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 0.063um-3 cell-1 and 0.35 pg C um-3",0,1.68,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,0.225309281725863
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"shelf","Louisiana","Oct-92","",28.5,-89.7,23.9,30.4,NA,NA,NA,NA,"1","Winkler oxygen",5.28,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",6.48,0,NA,NA,0.55,NA,NA,NA,125,8.1,1.1,0.3,0.2,4.8,0.90848501887865,0.681241237375587,0.811575005870593,6.48,0.811575005870593
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"shelf","Louisiana","Oct-92","",28.5,-89.7,23.9,30.4,NA,NA,NA,NA,"1","Winkler oxygen",6.48,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",5.4,0,NA,NA,0.45,NA,NA,NA,125,8.1,1.1,0.3,0.2,4.8,0.90848501887865,0.681241237375587,0.732393759822969,5.4,0.732393759822969
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"shelf","Louisiana","Oct-92","",28.5,-89.7,23.9,30.4,NA,NA,NA,NA,"1","Winkler oxygen",5.28,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",0,4,NA,NA,0.43,NA,NA,NA,125,8.1,1.1,0.3,0.2,4.8,0.90848501887865,0.681241237375587,NA,4,0.602059991327962
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"shelf","Louisiana","Oct-92","",28.5,-89.7,23.9,30.4,NA,NA,NA,NA,"1","Winkler oxygen",6.48,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",0,4,NA,NA,0.38,NA,NA,NA,125,8.1,1.1,0.3,0.2,4.8,0.90848501887865,0.681241237375587,NA,4,0.602059991327962
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"slope","Louisiana","Oct-92","",28.5,-89.7,24.7,34.2,NA,NA,NA,NA,"1","Winkler oxygen",7.68,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",2.8,0,NA,NA,0.27,NA,NA,NA,106,1.2,0.9,0.1,0.1,0.1,0.0791812460476248,-1,0.447158031342219,2.8,0.447158031342219
"Biddanda,B., Opsahl,S., Benner,R. (1994) Plankton respiration and carbon flux through bacterioplankton on the Louisiana shelf Limnology and Oceanography 39(6):1259-1275","Aug 05 - 10 May 06",NA,"slope","Louisiana","Oct-92","",28.5,-89.7,24.7,34.2,NA,NA,NA,NA,"1","Winkler oxygen",7.68,"leucine uptake using 3.1 kg C mol-1 leucine, thymidine uptake using 1.1 x 10^18 cells mol-1 thymidine, 20 fg C cell-1",0,1.8,NA,NA,0.19,NA,NA,NA,106,1.2,0.9,0.1,0.1,0.1,0.0791812460476248,-1,NA,1.8,0.255272505103306
"Sherry, D., Boyd,P.W., Sugimoto,K., Harrison,P.J. (1999) Seasonal and spatiall patterns of heterotrophic bacterial production, respiration, and biomass in the subarctic NE Pacific Deep-Sea Research II 46:2557-2578","Aug 05 - 10 May 06",NA,"open ocean","Pacific","summer 145","aug",50,-145,NA,NA,NA,NA,NA,1,"1","Winkler oxygen",0.4,"thymidine uptake using 2 x 10^18 cells mol-1 thymidine, leucine uptake using 0.11 x 10^18 cells mol-1 leucine, 20 fg C cell-1",0,0.18,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.744727494896694
